screen_name,message,created_at,tweet_id,tfidf_kw1,tfidf_kw2,tfidf_kw3,tfidf_kw4,tfidf_kw5,keybert_kw1,keybert_kw2,keybert_kw3,keybert_kw4,keybert_kw5
reprichhudson,"New year, new me... eting space. We’ve moved! Your new #NC08 Congressional office is 2112 Rayburn House Office Building! https://t.co/AKEiPah4I4",Tue Dec 18 16:04:09 +0000 2018,1075059148688101377,house office,office building,rayburn house,congressional,moved,congressional office,new eting,ve moved,building,house
reprichhudson,Congratulations to @MickMulvaneyOMB on being named Acting White House Chief of Staff. He’s smart and respected on and off the Hill. He will do a tremendous job for @realDonaldTrump,Sat Dec 15 17:54:04 +0000 2018,1073999645725089792,chief staff,tremendous job,white house,congratulations,hill,acting white,hill tremendous,house chief,named acting,smart respected
reprichhudson,"RT @WhiteHouse: ""This is about sovereignty. It's about working men and women. It's about safe communities. It's about wages, living conditi…",Fri Dec 14 16:44:52 +0000 2018,1073619843646136325,men women,communities,it's,living,safe,it's safe,it's wages,it's working,safe communities,sovereignty it's
reprichhudson,RT @NCNationalGuard: The N.C. Guard's current and former service members came together today for the annual Tarheel Homecoming celebration…,Thu Dec 13 21:29:13 +0000 2018,1073329014805282816,n c,service members,annual,came,celebration,annual tarheel,guard's current,homecoming celebration,members came,n c
reprichhudson,RT @NCNationalGuard: Happy 382nd to our country's National Guard who is #AlwaysReady #AlwaysThere to answer the call for our states and the…,Thu Dec 13 19:54:27 +0000 2018,1073305166600921088,national guard,answer,happy,states,,alwaysready alwaysthere,answer states,country's national,guard alwaysready,happy country's
reprichhudson,"RT @DrewBrooks: Happy birthday @USNationalGuard! Here's the nation's first muster (1636 in Massachusetts), recreated in miniature at the Na…",Thu Dec 13 15:10:09 +0000 2018,1073233620490440704,happy birthday,here's,nation's,,,happy birthday,here's nation's,massachusetts recreated,miniature na,muster massachusetts
reprichhudson,"As we’ve seen this year, our farmers and rural communities face enormous uncertainty from natural disasters and unfair global markets. While it’s not perfect, today’s bipartisan Farm Bill helps ensure agriculture remains the lifeblood of North Carolina.",Wed Dec 12 21:50:08 +0000 2018,1072971891135127553,agriculture remains,north carolina,rural communities,s bipartisan,ve seen,bipartisan farm,enormous uncertainty,helps ensure,markets s,natural disasters
reprichhudson,"BREAKING 📰 HOUSE PASSES 2018 FARM BILL, SENDING IT TO PRESIDENT TRUMP'S DESK

https://t.co/iJxbI5ireM https://t.co/CerVFsqktO",Wed Dec 12 21:49:52 +0000 2018,1072971824579907587,president trump's,desk,farm,house,sending,house passes,passes farm,sending president,trump's desk,
reprichhudson,"On the twelfth day of December, my true love gave to me...

🍩🍩🍩🍩
🍩🍩🍩🍩
🍩🍩🍩🍩 https://t.co/yZMVdjo6CX",Wed Dec 12 18:42:03 +0000 2018,1072924557428867072,december,gave,love,true,,december true,love gave,true love,twelfth,
reprichhudson,We’ve taken significant federal action to combat fentanyl – including cutting off foreign shipments and giving our local communities the resources they need to get these deadly drugs off our streets. This report is a heartbreaking reminder that our work is not done. https://t.co/IgsycEjdqe,Wed Dec 12 16:23:08 +0000 2018,1072889601583403010,action combat,federal action,significant federal,communities,cutting,combat fentanyl,communities resources,heartbreaking reminder,including cutting,need deadly
reprichhudson,"RT @ArmyChiefStaff: Happy birthday to the @USArmy Armor Branch. Tracing its origins back to the Revolutionary War, the Armor Branch now pro…",Wed Dec 12 14:57:29 +0000 2018,1072868045226303490,happy birthday,revolutionary war,,,,armor branch,birthday armor,branch pro,happy birthday,origins revolutionary
reprichhudson,@johnsoncscott85 The Senate!,Wed Dec 12 12:21:50 +0000 2018,1072828874860445697,senate,,,,,senate,,,,
reprichhudson,RT @AMMWWII: Thank you @RepRichHudson of North Carolina for cosponsoring HR5879 Congressional Gold Medal for the WWII USMM. Lots of men fro…,Wed Dec 12 12:20:40 +0000 2018,1072828580336427008,gold medal,north carolina,thank north,congressional,cosponsoring,carolina cosponsoring,congressional gold,hr5879 congressional,medal wwii,men fro
reprichhudson,"@CraigCaskie I organized it, my friend!",Wed Dec 12 12:20:14 +0000 2018,1072828472207294464,friend,,,,,organized friend,,,,
reprichhudson,"RT @oscepa: In a briefing at the @HelsinkiComm Tuesday in Washington, @MakisVoridis &amp; @RepRichHudson of the #OSCEPA's Ad Hoc Committee on C…",Wed Dec 12 12:18:15 +0000 2018,1072827973751980033,ad hoc,hoc committee,briefing,tuesday,washington,ad hoc,committee c,hoc committee,oscepa's ad,tuesday washington
reprichhudson,RT @NCEmergency: Temperatures are expected to dip back down into the 20s tonight. Make sure your animal friends have a warm place to sleep.…,Tue Dec 11 21:58:16 +0000 2018,1072611549498494976,place sleep,animal,expected,friends,sure,animal friends,expected dip,friends warm,place sleep,sure animal
reprichhudson,"There’s worldwide agreement that Nord Stream II is a terrible idea. We cannot allow Russia to dramatically increase its stranglehold on European energy and expand its economic and political influence throughout the region.

https://t.co/RVsz2ryHy5",Tue Dec 11 21:25:28 +0000 2018,1072603295028514817,agreement,allow,economic,energy,expand,agreement nord,allow russia,european energy,expand economic,increase stranglehold
reprichhudson,"Writing cards with @RedCross to send to our troops who are serving &amp; away from home this holiday season. We are grateful for you and your service, and we wish you a merry Christmas! #HolidaysforHeroes https://t.co/krnBsd4Bzo",Tue Dec 11 16:39:59 +0000 2018,1072531451986497537,grateful service,holiday season,away,christmas,home,away home,merry christmas,service wish,serving away,troops serving
reprichhudson,"RT @82ndABNDiv: In case you missed the first one, or you just want to see it again, join us for the 3rd annual ""All American"" Holiday Conce…",Tue Dec 11 15:58:39 +0000 2018,1072521050376863748,american,annual,case,holiday,join,american holiday,case missed,holiday conce,missed just,want join
reprichhudson,"RT @CabCoSchools: Cabarrus County Schools will be closed for students on Tuesday, Dec. 11th. Road conditions are expected to be hazardous w…",Mon Dec 10 21:31:48 +0000 2018,1072242503317946368,cabarrus county,county schools,road conditions,closed,dec,cabarrus county,conditions expected,county schools,hazardous w,road conditions
reprichhudson,RT @DavidWhisenant: You might call this a “Winter Wonders Land!” Get it? @ALBrownHS @KCS_NC @ChipBuckwell #SnoWBTV. https://t.co/j6TZ70eyB9,Mon Dec 10 20:44:49 +0000 2018,1072230680153726977,winter,wonders,,,,land snowbtv,winter wonders,wonders land,,
reprichhudson,"🚨🚨 North Carolina residents impacted by Hurricane Florence have until 11:59 p.m. Thursday, Dec. 13, 2018 to register for assistance from FEMA or apply for a low-interest loan from the U.S. Small Business Administration. 🚨🚨

https://t.co/tD9dlCd9tC",Mon Dec 10 20:07:16 +0000 2018,1072221227601793024,hurricane florence,north carolina,p m,s small,small business,apply low-interest,assistance fema,carolina residents,hurricane florence,small business
reprichhudson,"In times like this, we are grateful for the service of the @NCNationalGuard, @NCDOT crews, linemen, EMS, first responders, local officials and everyone else who is working hard to respond to the winter storm. #NCwx https://t.co/chEVOnhOsO",Mon Dec 10 16:13:50 +0000 2018,1072162481810882563,grateful service,local officials,officials working,winter storm,crews,ems responders,like grateful,officials working,respond winter,storm ncwx
reprichhudson,"RT @NCEmergency: The total number of statewide power outages as of 5:00 pm is 203,058. Get individual county outage totals here: https://t.…",Sun Dec 09 22:56:01 +0000 2018,1071901310201548803,statewide power,county,number,outage,total,county outage,number statewide,outage totals,power outages,statewide power
reprichhudson,"RT @NCPublicHealth: Are you without power? Remember: 
- Never use a gas-powered generator or other fuel-burning appliances indoors or in ga…",Sun Dec 09 18:22:38 +0000 2018,1071832508080234497,generator,power,remember,use,,appliances indoors,fuel-burning appliances,generator fuel-burning,indoors ga,remember use
reprichhudson,RT @NCEmergency: Be ready for a mixture of winter precipitation this weekend. Know the different types of precipitation winter storms can b…,Fri Dec 07 21:40:44 +0000 2018,1071157587947782145,different,know,ready,storms,weekend,different types,mixture winter,precipitation weekend,ready mixture,storms b
reprichhudson,"TONIGHT #NC08's Seventy-First High School faces Scotland High School in the 4A East Regional. Let’s go, Falcons! @thereal71sports  🏈

https://t.co/ruyKGPj34I",Fri Dec 07 18:46:16 +0000 2018,1071113679276568576,high school,let s,tonight nc08's,east,faces,faces scotland,high school,regional let,school east,school faces
reprichhudson,"TONIGHT #NC08's Pinecrest High School hits the road to take on Wake Forest for the final four of the North Carolina 4-AA playoffs.. for the first time in school history! Let's go, Patriots! 🏈 https://t.co/KpUe5EYAWl",Fri Dec 07 18:36:46 +0000 2018,1071111291132174337,high school,north carolina,tonight nc08's,final,history,aa playoffs,high school,hits road,let's patriots,tonight nc08's
reprichhudson,"Today, we reflect on the selfless service of America’s men and women in uniform and we pay tribute to those we lost 77 years ago at Pearl Harbor. Join me in honoring the Greatest Generation and those who served in WWII. https://t.co/XV8ugKVlGQ",Fri Dec 07 17:56:59 +0000 2018,1071101280150544385,america s,greatest generation,join honoring,men women,pay tribute,harbor join,honoring greatest,men women,reflect selfless,served wwii
reprichhudson,"RT @ArmyChiefStaff: #OTD in 1941, Imperial Japan attacked Pearl Harbor. We will always remember the 2,400 American lives lost. The next day…",Fri Dec 07 17:11:11 +0000 2018,1071089752651255813,lives lost,pearl harbor,american,remember,,american lives,attacked pearl,japan attacked,pearl harbor,imperial
reprichhudson,"Snow, sleet, freezing rain.. a winter storm is expected to impact NC this weekend. Time to get prepared! ❄️🌨️☃️ https://t.co/81FoN2O3m4",Fri Dec 07 14:18:51 +0000 2018,1071046384357384193,storm expected,winter storm,impact,prepared,rain,expected impact,freezing rain,impact nc,storm expected,sleet
reprichhudson,"RT @NCDOT: We're getting ready to help keep North Carolina moving! #NCWX
👷 846 employees
🚛 276 trucks
🌨️ 204,500 gallons of brine placed ht…",Fri Dec 07 14:18:02 +0000 2018,1071046176177303553,getting ready,north carolina,ready help,employees,moving,employees trucks,gallons brine,help north,moving ncwx,ncwx employees
reprichhudson,"Renee and I continue to mourn the passing of President George H.W. Bush and pray for the Bush family.

Watch the State Funeral for President George H.W. Bush live here: https://t.co/mSVj1OT8D1 #Remembering41",Wed Dec 05 16:28:45 +0000 2018,1070354298037518336,bush family,bush pray,continue mourn,george h,h w,bush family,continue mourn,passing president,george,pray
